Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,Market Capitalization,EBIDT last year,High price all time,DMA 200,Down from 52w high,Debt,Promoter holding,Profit after tax latest quarter,YOY Quarterly profit growth,Profit after tax preceding year quarter,Profit after tax preceding quarter,QoQ Profits,Expected quarterly net profit,Net profit 2quarters back,Net profit 3quarters back,Pledged percentage,Price to Earning,Expected quarterly sales,Expected quarterly sales growth,Sales,Sales growth,YOY Quarterly sales growth,Net Profit latest quarter,Profit after tax,Return on capital employed,Return on equity,Profit growth,NPM latest quarter,Mkt Cap To Debt Cap,Cash from operations last year,Cash from operations preceding year,DMA 200 previous day,Expected quarterly operating profit,Expected quarterly EPS,RSI,Cash end of preceding year,CROIC,Cash end of last year,Reserves,Investments,Current assets,EVEBITDA,Price to book value,Sales latest quarter,Number of Shareholders,Number of Shareholders preceding quarter,Number of Shareholders 1year back,FII holding,DII holding,Public holding,Cash Equivalents
ITI,523610,ITI,INE248A01017,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,278.55,26828.80,97.02,592.85,290.74,25.31,764.99,90.02,-32.33,45.85,-59.71,-23.13,-107.45,-42.55,-25.58,-54.24,0.00,,356.64,-34.37,2110.73,-41.28,-14.65,-32.47,-128.99,1.43,-9.13,51.01,-7.61,-237.63,-135.40,-153.57,290.86,4.37,-0.44,44.02,422.10,20.65,350.76,889.18,0.41,6759.85,268.46,14.49,425.03,151049.00,162249.00,194122.00,0.08,0.06,1.94,350.76
Ivalue Infosolut,544523,IVALUE,INE056801025,IT - Services,IT Enabled Services,271.50,1486.56,155.04,340.00,266.27,20.15,69.33,32.10,15.82,52.26,10.39,42.14,-63.14,35.90,15.66,29.71,0.00,13.86,331.37,0.60,1007.39,5.52,-21.14,15.72,107.24,25.37,19.81,23.71,8.75,2.58,107.99,46.20,266.22,40.59,6.56,41.07,164.88,12.26,128.54,556.95,152.89,1154.29,8.89,2.61,179.73,50199.00,50234.00,,2.73,15.44,49.73,128.54
Iware Supplych.,,IWARE,INE1AII01014,Transport Services,Logistics Solution Provider,437.10,502.96,29.45,539.40,318.04,18.97,70.17,69.01,8.63,,,6.43,34.21,,,,0.00,34.98,,,257.66,200.23,,8.63,14.38,27.97,39.99,79.30,5.25,30.34,-19.80,5.97,316.84,,,44.58,4.24,-19.66,10.90,45.01,0.00,96.52,19.09,8.40,164.23,815.00,822.00,,0.00,0.44,30.56,10.90
IZMO,532341,IZMO,INE848A01014,IT - Services,IT Enabled Services,856.85,1283.59,66.84,1380.00,831.38,37.91,5.26,34.79,12.20,103.33,6.00,17.30,-29.48,13.25,11.70,12.56,0.00,23.88,84.69,40.89,293.76,25.79,15.70,12.20,53.76,12.58,12.38,5.60,18.66,5.12,19.83,4.47,831.12,19.07,8.85,31.29,24.52,-0.81,10.29,394.01,0.00,196.49,17.52,3.13,65.38,30738.00,32032.00,22828.00,3.35,0.52,61.34,10.29
J & K Bank,532209,J&KBANK,INE168A01041,Banks,Private Sector Bank,152.04,16742.38,10232.20,202.00,136.06,24.73,177785.49,59.40,428.80,-11.50,484.53,798.56,-46.30,622.38,581.49,494.92,0.00,7.27,3466.31,5.26,13428.76,4.78,8.50,428.80,2303.77,5.84,15.37,7.26,12.09,-5.44,-1125.67,2723.15,135.90,2443.06,5.65,44.27,7385.47,0.00,7621.87,16893.31,42951.83,24965.09,17.96,0.98,3547.48,219636.00,240539.00,265968.00,9.38,7.85,23.37,7077.03
J K Cements,532644,JKCEMENT,INE823G01014,Cement & Cement Products,Cement & Cement Products,5277.00,40774.46,2567.53,7565.50,5492.99,25.93,6182.99,45.66,277.47,-14.47,324.42,332.91,-17.00,273.06,173.61,159.25,0.00,41.76,3504.50,16.07,14401.49,15.92,20.26,274.62,976.47,15.10,15.61,6.47,6.81,2.03,1872.99,1939.39,5495.16,552.94,35.34,43.12,1369.67,1.73,469.11,6959.98,447.26,4129.01,18.51,5.79,4031.72,80353.00,82016.00,76424.00,16.85,23.72,13.76,469.11
J Kumar Infra,532940,JKIL,INE576I01022,Construction,Civil Construction,500.65,3788.19,893.59,936.80,531.35,26.90,589.03,46.64,97.81,-4.79,102.73,105.49,-7.28,98.55,83.86,91.46,22.67,9.77,1307.07,-2.24,5722.66,-2.85,1.95,97.81,387.92,18.34,12.33,-4.63,6.49,0.63,1116.45,375.29,531.66,187.54,13.02,52.67,839.40,7.97,690.80,3324.55,313.92,3709.19,4.10,1.13,1507.42,50819.00,50452.00,57029.00,11.68,15.16,26.52,690.80
J.G.Chemicals,544138,JGCHEM,INE0MB501011,Chemicals & Petrochemicals,Commodity Chemicals,597.95,2343.13,97.86,663.10,436.21,9.83,6.45,70.99,25.08,59.04,15.77,18.21,38.15,24.92,18.36,15.03,0.00,31.17,290.49,31.87,1070.57,23.99,44.79,26.11,75.18,18.13,13.27,16.38,8.27,6.41,43.57,-11.20,434.58,26.50,6.11,58.73,105.33,3.61,38.42,489.23,135.71,478.93,20.84,4.43,315.65,41427.00,43725.00,46172.00,3.21,3.00,22.79,38.42
Jagatjit Inds.,507155,,INE574A01016,Beverages,Breweries & Distilleries,173.95,813.78,64.53,309.50,147.90,28.10,363.28,87.34,-8.27,16.13,-9.86,-16.67,50.39,-33.14,64.40,-27.91,0.00,70.15,87.58,35.55,323.55,-29.89,77.56,-8.28,11.60,10.48,17.12,140.26,-5.16,6.34,0.00,-5.35,147.64,-16.68,-7.08,65.42,0.88,-13.57,2.07,16.25,3.92,153.86,16.94,12.91,160.30,13243.00,13479.00,13750.00,0.00,0.02,12.66,2.07
Jagran Prakashan,532705,JAGRAN,INE199G01027,Media,Print Media,61.74,1343.80,373.05,213.05,66.53,22.52,109.87,69.00,58.84,-12.49,67.24,16.98,910.40,41.14,55.17,56.94,0.00,7.13,476.33,1.92,1915.52,0.60,8.54,61.23,188.57,12.77,9.94,20.11,12.26,0.39,268.55,223.94,66.58,65.43,1.82,39.61,130.86,10.14,103.92,1972.00,1164.96,1526.13,3.76,0.67,499.35,77927.00,71629.00,65498.00,2.30,4.29,24.41,103.92
Jagsonpal Pharma,507789,JAGSNPHARM,INE048B01035,Pharmaceuticals & Biotechnology,Pharmaceuticals,242.20,1597.49,70.07,328.04,212.88,8.48,8.17,69.06,13.19,22.13,10.80,8.76,50.57,13.87,10.95,12.57,0.00,33.98,78.99,6.07,293.85,3.87,8.76,13.19,47.01,22.73,17.30,10.25,16.04,3.35,46.81,55.30,212.59,16.67,2.10,61.79,128.73,21.52,106.12,262.78,0.00,143.09,20.51,5.87,82.23,24181.00,26264.00,22899.00,2.30,0.62,28.04,106.12
Jai Balaji Inds.,532976,JAIBALAJI,INE091G01026,Ferrous Metals,Iron & Steel,68.58,6256.48,385.86,262.80,75.02,36.59,416.63,64.84,85.23,20.81,70.55,23.04,298.83,50.49,11.55,26.48,31.09,42.76,1494.61,10.44,6109.69,2.00,23.98,85.23,146.30,9.73,6.03,-65.13,5.07,1.09,357.97,311.28,75.08,97.72,0.55,56.89,126.20,6.61,60.34,2075.11,0.79,2054.69,16.63,2.77,1682.59,47451.00,48105.00,37114.00,2.78,0.10,32.27,60.34
Jai Corp,512237,JAICORPLTD,INE070D01027,Industrial Products,Plastic Products - Industrial,101.98,1789.80,206.46,1450.00,117.47,42.79,0.50,73.91,28.26,-72.91,104.33,20.82,35.64,16.65,17.48,26.73,0.00,18.95,154.97,5.88,540.67,2.39,20.06,28.20,94.47,13.27,12.83,-40.02,17.93,2.73,13.56,44.99,117.63,20.26,0.95,45.65,9.80,2.89,12.07,1473.93,860.30,854.99,13.09,1.20,157.58,99811.00,102899.00,102013.00,1.49,1.24,23.34,12.07
Jain Irrigation,500219,JISLJALEQS,INE175A01038,Industrial Products,Plastic Products - Industrial,30.07,2190.52,815.04,251.97,35.91,49.03,4305.76,26.68,-14.93,-207.18,13.93,-18.62,6.51,5.12,-47.48,15.34,40.77,,1515.32,5.79,6362.25,8.81,-2.41,-17.80,-26.21,5.30,-0.48,-177.36,-1.18,0.35,618.77,793.77,35.97,184.68,0.06,55.45,101.08,3.83,153.10,5703.33,1330.86,5748.00,8.06,0.37,1508.37,194782.00,193943.00,195944.00,3.11,8.68,61.43,153.10
Jain Resource,544537,JAINREC,INE0YD401026,Diversified Metals,Diversified Metals,289.10,9976.43,590.13,593.95,368.65,51.33,1275.88,73.59,69.60,21.02,57.51,66.04,5.12,175.34,126.25,98.59,0.00,27.38,3598.33,70.24,10718.32,65.35,75.86,69.41,364.31,25.66,30.42,66.12,2.55,,-590.67,3.82,369.45,203.74,5.08,34.81,248.30,-10.62,239.32,1492.23,149.35,3009.92,18.15,6.39,2724.46,92382.00,63099.00,,1.23,9.68,15.45,239.32
Jamna Auto Inds.,520051,JAMNAAUTO,INE039C01032,Auto Components,Auto Components & Equipments,120.96,4838.22,405.41,152.60,122.83,20.73,11.91,49.84,48.52,6.05,45.75,87.27,-44.40,68.65,58.23,39.74,1.52,20.01,626.38,17.99,2649.73,15.89,6.65,48.52,241.78,27.47,22.37,34.55,7.94,1.53,510.47,288.93,122.85,89.32,1.72,39.05,144.58,7.70,106.42,1107.14,0.18,602.55,11.43,4.22,611.46,213619.00,210292.00,256184.00,9.01,3.91,37.26,106.42
Jana Small Finan,544118,JSFB,INE953L01027,Banks,Other Bank,547.10,5785.72,3086.17,760.90,470.78,9.86,41281.25,16.94,155.23,52.29,101.93,139.82,11.02,148.54,9.69,74.99,0.00,15.24,1567.17,20.11,5637.43,18.24,22.08,155.23,379.73,7.45,7.63,-12.26,10.25,0.45,593.64,4073.25,470.02,634.43,14.05,48.87,2816.06,4.11,2492.17,4328.25,9812.00,3609.36,13.86,1.30,1514.53,49932.00,50785.00,53351.00,4.01,15.31,62.69,2492.17
Jaro Institute,544534,JARO,INE00YJ01010,Other Consumer Services,E-Learning,461.10,1026.89,76.46,890.00,520.04,48.19,7.78,61.43,11.17,48.34,7.53,21.33,-47.63,20.62,7.03,17.02,0.00,18.16,91.42,13.69,283.96,12.52,16.61,11.17,56.55,22.09,16.52,34.84,15.79,18.81,57.45,-23.45,520.63,23.97,9.26,48.90,5.16,1.29,74.04,338.65,70.48,335.33,11.15,2.84,70.75,66788.00,69097.00,,0.75,2.71,33.33,74.04
Jash Engineering,544402,JASH,INE039O01029,Industrial Manufacturing,Industrial Products,489.80,3095.23,122.59,698.95,462.70,14.58,102.69,43.24,4.86,195.48,-5.09,56.69,-91.02,10.54,13.06,10.96,0.00,35.94,162.43,3.10,758.46,1.36,17.45,5.09,86.12,17.69,16.00,4.88,3.40,5.69,56.08,54.88,462.42,18.07,1.59,49.27,103.32,3.63,93.60,506.48,13.22,617.59,22.90,5.96,149.88,47080.00,45073.00,53685.00,1.54,0.32,54.90,93.60
Jay Bharat Maru.,520066,JAYBARMARU,INE571B01036,Auto Components,Auto Components & Equipments,123.85,1340.68,285.53,207.00,120.21,40.17,531.20,59.35,21.20,-8.11,23.07,78.86,-73.12,34.47,17.90,18.03,0.00,9.86,674.08,15.69,2620.94,13.29,12.56,21.20,135.99,16.44,22.06,174.67,3.38,0.64,196.58,199.37,120.17,70.43,3.18,33.82,1.71,1.25,5.19,669.22,36.21,491.04,6.60,1.94,626.79,38131.00,36318.00,40054.00,1.31,0.03,39.33,5.19
Jayant Agro Org.,524330,JAYAGROGN,INE785A01026,Chemicals & Petrochemicals,Specialty Chemicals,223.25,669.75,108.40,571.45,213.94,13.06,131.22,67.13,20.06,24.21,16.15,17.68,12.98,12.79,6.33,9.21,0.00,12.33,540.86,8.26,2530.17,1.86,18.51,20.63,54.32,11.63,8.53,-2.16,2.59,0.75,43.54,118.48,213.85,24.59,4.15,51.41,8.31,2.79,12.48,595.07,11.01,621.84,6.79,1.10,796.61,12572.00,12863.00,13799.00,0.06,0.02,32.80,12.48
Jayaswal Neco,522285,JAYNECOIND,INE854B01010,Industrial Products,Iron & Steel Products,102.23,9926.52,1341.79,117.10,84.02,12.70,2108.81,55.15,193.92,108.47,93.02,190.87,1.60,250.00,74.09,105.13,99.87,17.37,2175.43,22.15,7589.03,22.18,27.72,193.92,571.53,20.69,18.05,140.77,9.21,0.79,1367.46,1388.49,83.84,403.57,2.57,66.43,190.62,19.18,267.37,1870.37,2.41,2378.54,8.24,3.49,2106.56,98451.00,96844.00,51611.00,1.32,0.78,42.75,267.37
Jaybharat Text,512233,,INE091E01039,Textiles & Apparels,Other Textile Products,22.00,842.24,-2.76,541.00,42.00,18.52,523.71,,-7.47,-56.28,-4.78,-4.70,-58.94,-27.57,-4.70,-22.16,,,11.99,164.17,30.97,-5.03,444.16,-7.47,-39.03,-29.09,,69.26,-89.14,17.49,-0.06,0.49,42.20,-19.48,-0.72,17.25,0.14,-0.79,0.08,-556.46,8.41,89.66,-65.84,,8.38,,,,,,,1.03
Jaykay Enter.,500306,JAYKAY,INE903A01025,Aerospace & Defense,Aerospace & Defense,168.94,2201.07,66.88,244.00,166.25,30.76,39.12,65.19,4.41,-78.19,20.22,18.50,-97.49,10.17,6.78,8.77,0.00,54.00,178.85,183.57,258.77,117.55,34.48,4.51,40.76,8.18,11.66,85.18,6.05,-48.83,40.33,-0.49,166.22,23.56,0.76,58.96,152.86,-7.80,49.14,676.54,313.20,252.67,42.22,3.19,74.57,86703.00,85738.00,82132.00,0.17,0.00,34.64,49.14
JBM Auto,532605,JBMA,INE927D01051,Auto Components,Auto Components & Equipments,653.40,15452.53,812.08,1214.18,641.09,17.29,3028.80,67.53,42.20,14.67,36.80,74.27,-47.20,32.31,59.99,55.22,0.00,67.17,1553.54,13.54,6276.94,12.46,15.04,44.26,230.07,14.78,15.55,12.06,3.07,7.01,-59.86,393.92,640.96,171.63,1.30,51.00,194.10,-0.75,129.50,1514.62,408.76,5050.11,21.88,10.05,1442.45,182870.00,183719.00,175550.00,2.03,0.16,30.27,129.50
Jeena Sikho,544476,JSLL,INE0J5801029,Leisure Services,Wellness,514.25,6392.17,358.28,850.00,607.26,39.50,127.28,63.62,65.69,28.03,51.31,45.35,44.85,105.03,66.73,58.79,0.00,27.02,289.64,52.56,851.46,56.71,28.75,65.69,236.56,70.74,60.01,103.13,29.27,6.36,261.99,68.63,608.19,126.82,8.45,40.17,25.96,16.19,107.61,442.54,95.12,330.33,16.67,13.68,224.40,43413.00,25905.00,6603.00,4.78,0.36,31.24,107.61
Jindal Drilling,511034,JINDRILL,INE742C01031,Oil,Offshore Support Solution Drilling,632.45,1832.84,432.96,1088.28,581.14,8.86,93.18,66.78,47.14,-28.69,66.11,48.53,3.88,51.64,-33.39,132.52,0.00,9.41,260.32,9.36,1017.87,11.72,8.38,47.14,194.80,15.40,12.54,-18.20,17.12,0.58,178.17,864.11,580.63,92.16,17.82,55.56,98.58,1.90,86.03,1805.74,220.09,735.24,4.45,1.01,275.39,42625.00,41627.00,32996.00,0.42,0.01,32.80,86.03
Jindal Photo,532624,JINDALPHOT,INE796G01012,Finance,Investment Company,1042.60,1069.53,-14.55,1634.80,1129.29,36.22,64.78,74.20,13.08,-75.03,52.38,-5.66,331.10,,-116.94,47.44,0.00,,,,20.01,744.30,1375.93,13.08,-62.08,-1.38,-2.29,-126.89,164.12,68.34,7.45,0.06,1130.16,,,42.56,0.01,0.22,0.03,1011.01,1181.32,52.12,-20.96,1.05,7.97,16491.00,16506.00,17619.00,0.00,0.02,25.78,0.03
Jindal Poly Film,500227,JINDALPOLY,INE197D01010,Industrial Products,Packaging,641.40,2808.46,18.05,1449.00,645.28,37.51,4003.74,74.54,88.32,39.13,63.48,75.79,110.85,-75.48,-96.92,-13.41,0.00,47.98,243.31,-40.71,2338.83,-49.74,-23.84,107.19,58.54,-2.03,-0.58,-32.29,12.58,2.71,-97.86,221.57,645.32,-24.59,-17.23,49.09,70.95,-2.54,124.90,3006.96,2976.77,4992.74,-1431.97,0.92,695.80,38947.00,38508.00,42939.00,1.93,0.00,23.52,124.90
Jindal Poly Inve,536773,JPOLYINVST,INE147P01019,Finance,Investment Company,992.20,1042.80,1008.25,1487.70,1040.05,33.31,23.46,74.63,13.89,-77.87,62.76,35.16,-60.49,,702.05,57.54,0.00,1.29,,,1037.02,3152.89,5.75,13.89,808.64,63.41,54.80,167.19,157.30,0.23,5.95,1.30,1040.53,,,43.95,0.02,0.14,0.04,1594.44,1789.75,0.14,1.11,0.65,8.83,19164.00,19032.00,20111.00,0.10,0.44,24.83,0.04
Jindal Saw,500378,JINDALSAW,INE324A01032,Industrial Products,Iron & Steel Products,302.45,19341.93,2339.84,383.85,232.01,1.77,4690.74,63.25,104.17,-75.43,424.04,139.43,-26.59,136.72,247.62,138.56,0.00,29.60,4125.81,-2.55,18262.80,-8.57,9.00,90.79,653.48,10.43,8.20,-62.04,2.04,0.92,1771.39,2335.16,231.31,417.94,2.14,69.82,770.28,7.67,543.02,12510.29,105.00,9960.26,11.50,1.54,4452.31,178027.00,207732.00,187168.00,13.08,8.36,15.03,543.02
Jindal Stain.,532508,JSL,INE220G01021,Ferrous Metals,Iron & Steel,712.95,58776.99,5924.89,884.00,732.78,19.35,7460.33,62.04,769.36,7.73,714.16,877.83,-7.86,1037.65,827.78,807.92,0.61,17.85,11978.84,9.97,44026.06,9.82,10.50,768.66,3292.55,19.28,17.73,27.78,6.82,1.38,3394.99,4718.36,732.98,1488.62,12.59,44.95,2269.87,9.27,2934.03,19626.49,1547.18,17499.38,10.47,2.97,11278.54,211641.00,207613.00,219278.00,20.45,7.35,10.12,2934.03
Jindal Steel,532286,JINDALSTEL,INE749A01030,Ferrous Metals,Iron & Steel,1175.40,119901.15,9973.06,1306.20,1107.03,10.01,22609.55,62.71,844.79,-43.45,1493.97,1403.22,-18.96,985.98,188.58,635.08,9.92,38.83,14095.07,20.62,56412.57,16.45,25.93,843.80,3087.85,9.70,8.22,-19.17,5.45,1.01,7204.23,10823.96,1106.34,2387.94,9.67,68.41,4180.05,-2.10,4141.60,50797.16,3167.59,20640.91,14.39,2.36,15482.13,276544.00,271333.00,302190.00,8.84,19.52,8.73,4141.60
Jindal Worldwide,531543,JINDWORLD,INE247D01039,Textiles & Apparels,Other Textile Products,34.84,3493.07,147.10,95.40,32.97,17.83,558.34,61.76,32.40,85.78,17.44,26.13,24.03,18.71,14.33,11.91,18.90,41.21,574.95,0.28,2300.36,-1.72,2.74,32.41,84.77,8.63,7.79,12.65,5.84,2.29,216.01,167.16,32.96,30.83,0.19,46.01,305.70,6.91,358.12,760.13,28.37,1417.84,23.04,4.06,554.72,51876.00,47265.00,27215.00,0.09,0.00,38.16,358.12
Jio Financial,543940,JIOFIN,INE758E01017,Finance,Investment Company,241.00,159135.71,2657.62,394.70,256.29,25.07,21768.36,49.13,830.25,174.44,302.52,272.22,204.99,1361.36,268.98,695.04,0.00,77.01,2666.01,171.66,4905.27,119.23,227.28,830.25,2066.49,1.86,1.19,28.96,41.42,,-15438.64,-10088.73,256.44,1801.40,2.06,42.22,4071.78,-6.17,3598.29,127500.45,133088.67,4236.58,49.81,1.14,2004.47,4965496.00,4944256.00,5118346.00,11.27,13.27,26.15,3598.29
JITF Infra Logis,540311,JITFINFRA,INE863T01013,Other Utilities,Water Supply & Management,321.55,826.50,605.00,1215.00,331.03,33.01,3946.04,63.03,7.90,170.98,-11.13,2.43,73.34,17.89,18.60,-15.99,0.00,,672.41,25.09,2921.89,24.34,20.70,-2.09,-3.25,15.39,,93.23,1.70,0.39,198.76,185.02,331.13,138.70,6.96,46.76,339.35,-3.22,436.78,-518.42,0.76,2503.09,6.99,,664.03,33028.00,33422.00,32612.00,1.94,0.04,35.00,436.78
JK Lakshmi Cem.,500380,JKLAKSHMI,INE786A01032,Cement & Cement Products,Cement & Cement Products,549.85,6826.08,1081.82,1021.20,658.07,44.51,2585.78,45.12,108.02,-28.07,150.17,124.06,-13.59,93.46,57.04,80.63,0.00,17.76,1641.55,7.17,6926.48,8.74,9.41,108.07,384.34,12.00,10.69,3.84,5.67,0.67,1082.35,783.66,659.16,223.51,7.52,39.94,196.90,2.28,513.98,3823.54,746.35,1617.00,8.44,1.76,1904.78,165372.00,167247.00,109319.00,8.64,26.57,19.66,513.98
JK Paper,532162,JKPAPER,INE789E01012,"Paper, Forest & Jute Products",Paper & Paper Products,396.55,7190.20,962.21,639.15,367.44,10.85,2577.52,52.94,130.12,64.46,79.12,93.91,51.95,113.19,23.60,77.88,0.00,22.00,1963.53,12.30,7318.60,10.00,13.61,136.27,326.84,7.39,4.77,-4.09,7.22,0.54,772.84,643.38,367.14,267.10,5.96,58.02,37.02,7.65,179.31,5339.21,536.92,2620.84,9.25,1.30,1887.17,130169.00,131792.00,151689.00,11.39,6.27,29.40,179.31
JK Tyre & Indust,530007,JKTYRE,INE573A01042,Auto Components,Tyres & Rubber Products,383.55,11057.34,2087.61,611.90,410.75,37.32,4881.54,51.72,36.15,-76.60,154.50,208.91,-75.22,234.12,207.73,226.86,0.00,15.37,4362.01,8.74,16403.95,9.93,2.00,44.09,719.20,15.51,15.99,56.01,0.92,0.83,1443.84,715.77,411.02,462.68,8.11,45.32,711.38,3.31,301.21,6003.16,120.95,7283.82,8.09,1.82,3946.24,305903.00,284107.00,342938.00,15.75,7.26,25.27,301.21
JM Financial,523405,JMFINANCIL,INE780C01023,Finance,Holding Company,132.84,12712.26,2678.37,199.80,132.12,32.09,11634.63,57.03,291.92,-35.67,453.81,165.36,127.62,318.14,318.46,261.89,0.00,12.04,1021.54,-0.94,4180.29,-5.25,8.03,368.57,1056.01,11.63,11.94,-4.38,30.70,1.23,580.73,5568.65,132.11,586.13,2.63,62.29,4508.84,14.37,4868.11,10561.79,6209.45,9451.13,7.66,1.19,1200.53,175511.00,172802.00,173290.00,16.95,5.50,20.54,4868.11
JNK,544167,JNKINDIA,INE0OAF01028,Industrial Manufacturing,Industrial Products,453.25,2536.11,111.34,897.25,376.99,18.77,90.71,67.80,11.47,915.04,1.13,32.65,-70.85,23.78,17.63,13.02,0.00,33.68,329.85,84.91,899.42,84.36,81.59,9.63,75.29,17.35,12.12,201.64,5.35,-42.08,-2.18,-65.38,376.22,33.28,4.25,51.25,185.54,-6.03,199.00,556.46,14.00,968.90,19.25,4.47,179.96,55674.00,54157.00,54689.00,0.94,10.91,20.35,199.00
John Cockerill,500147,COCKERILL,INE515A01019,Industrial Manufacturing,Industrial Products,8024.50,3962.35,28.19,10871.50,6793.06,26.19,46.75,70.44,-31.37,-108.72,-15.03,6.74,-526.22,,-8.92,,0.00,,,,962.02,,17.89,-31.37,-28.64,,,,-10.51,,,,6780.68,,,39.98,,,299.90,-100.61,0.00,1318.07,128.64,,298.56,14140.00,13233.00,11502.00,0.32,0.11,29.12,382.69
JOJO,531910,,INE312M01024,Entertainment,"Film Production, Distribution & Exhibition",175.00,1206.82,9.57,185.00,120.69,5.41,0.43,67.79,1.09,445.00,0.20,1.16,-6.03,,4.46,0.07,0.00,178.00,,,25.32,701.27,205.15,1.09,6.78,19.49,13.13,533.64,26.27,-32.75,11.36,-11.79,120.14,,,85.87,0.08,-19.76,7.28,27.87,6.45,43.61,104.62,16.73,4.15,3599.00,1517.00,1398.00,0.00,0.00,32.21,7.28
JP Power Ven.,532627,JPPOWER,INE351F01018,Power,Power Generation,16.98,11637.17,1595.11,144.00,17.48,30.69,3391.08,24.00,662.44,138.18,278.13,-13.37,3606.66,249.29,3.77,182.10,72.99,13.94,1561.39,8.56,5756.00,8.80,12.16,468.84,834.94,6.97,3.60,12.35,37.31,0.71,1300.99,1714.28,17.49,488.31,0.36,39.15,1561.29,9.32,2008.85,5878.80,483.09,4192.41,7.50,0.91,1775.70,2447396.00,2456876.00,2492267.00,6.75,11.15,58.08,2008.85
JSW Cement,544480,JSWCEMENT,INE718I01012,Cement & Cement Products,Cement & Cement Products,124.97,17037.97,1425.22,162.20,129.62,22.95,4464.39,72.02,160.64,359.81,34.94,375.77,-57.58,110.94,130.62,75.36,0.08,21.60,1670.94,16.33,6849.05,15.58,21.58,153.43,788.79,11.07,14.67,1332.03,8.09,1.58,1170.21,736.74,129.66,292.30,0.81,35.65,123.52,-2.43,499.74,5209.16,290.14,2872.53,14.35,2.60,1896.41,442995.00,442053.00,,3.70,11.49,11.83,499.74
JSW Dulux,500710,JSWDULUX,INE133A01011,Consumer Durables,Paints,3106.00,14144.82,521.20,4674.00,3104.96,17.10,79.10,61.20,79.70,-12.42,91.00,125.70,-36.60,79.50,74.30,1682.80,0.00,36.84,757.17,-9.31,3577.60,-11.50,-3.02,79.70,383.92,22.73,19.10,-5.42,8.26,3.78,93.20,312.10,3104.95,99.55,17.46,53.12,300.50,-7.85,323.70,2406.10,0.00,1787.10,23.01,5.77,965.00,48114.00,48493.00,48922.00,8.49,21.96,8.33,323.70
JSW Energy,533148,JSWENERGY,INE121E01018,Power,Power Generation,543.50,99649.79,10926.50,804.95,536.54,11.96,76945.78,66.53,470.97,-36.62,743.12,371.57,-7.12,996.73,528.75,824.27,13.28,49.67,6741.45,30.21,18964.89,35.37,1.24,532.70,2006.08,8.16,7.51,-7.65,10.23,1.59,9898.31,3838.48,536.47,3698.45,4.81,42.23,4695.17,-1.71,5765.22,28995.33,11378.93,12141.81,15.39,3.11,5207.13,555401.00,565674.00,585827.00,11.41,16.16,5.82,5765.22
JSW Holdings,532642,JSWHL,INE824G01012,Finance,Investment Company,11832.00,13133.52,165.42,27760.50,14113.31,48.19,0.00,66.28,21.47,9.15,19.67,22.49,-5.38,74.83,19.62,59.61,0.00,104.95,83.65,0.09,183.95,-26.69,15.00,21.47,125.14,0.53,0.40,-29.06,62.09,6.16,139.82,169.03,14136.24,75.02,67.42,54.80,3.41,0.45,2.59,31969.53,34818.62,8.33,78.10,0.41,34.58,28192.00,25929.00,23908.00,22.28,0.18,11.24,2.59
JSW Infrast,543994,JSWINFRA,INE880J01026,Transport Infrastructure,Port & Port services,344.95,80373.40,2933.37,361.00,297.49,3.05,6898.92,73.93,346.63,-9.89,384.68,477.51,-15.59,427.65,364.85,368.81,0.00,51.84,1496.58,18.25,5582.42,19.02,18.06,357.60,1550.39,13.59,15.31,-2.82,24.75,3.61,2021.50,2100.44,297.02,715.84,1.78,60.37,2482.07,2.18,2317.70,10460.46,25.36,4420.44,28.23,6.66,1444.83,430425.00,460256.00,439841.00,11.21,9.19,5.39,2317.70
JSW Steel,500228,JSWSTEEL,INE019A01038,Ferrous Metals,Iron & Steel,1341.00,327935.38,30712.00,1341.00,1217.88,0.00,99310.00,44.29,4651.00,112.96,2184.00,3283.95,-75.60,4175.95,2410.00,1646.00,11.60,27.24,50492.03,11.83,189687.00,12.22,9.77,4696.00,12040.47,10.96,10.24,136.05,9.91,1.22,25152.00,20899.00,1216.64,8577.79,16.91,65.66,13285.00,2.67,40989.00,99748.00,10218.00,102917.00,11.78,3.28,47364.00,610616.00,603274.00,617339.00,25.92,11.49,17.62,40989.00
JTEKT India,520057,JTEKTINDIA,INE643A01035,Auto Components,Auto Components & Equipments,126.53,3509.90,224.53,220.81,137.40,33.05,339.77,74.98,6.22,-42.51,10.82,29.24,-77.37,18.08,20.36,18.23,0.00,45.77,770.46,20.55,2817.54,16.79,26.85,6.22,76.69,9.77,7.81,8.53,0.87,2.18,99.30,194.49,137.51,52.46,0.65,34.22,16.31,-11.41,71.87,1158.07,0.00,709.08,16.59,2.96,717.98,45846.00,45176.00,48886.00,0.60,10.24,14.19,71.87
